user_id,gender,age,occupation,zip_code,zip_code_2
81,F,25,0,60640,60
82,M,25,17,48380,48
83,F,25,2,94609,94
84,M,18,4,53140,53
85,M,18,4,94945,94
86,F,1,10,54467,54
87,M,25,14,48360,48
88,F,45,1,02476,02
89,F,56,9,85749,85
90,M,56,13,85749,85
91,M,35,7,07650,07
92,F,18,4,44243,44
93,M,25,17,95825,95
94,M,25,17,28601,28
95,M,45,0,98201,98
96,F,25,16,78028,78
97,F,35,3,66210,66
98,F,35,7,33547,33
99,F,1,10,19390,19
100,M,35,17,95401,95
101,F,18,3,33314,33
102,M,35,19,20871,20
103,M,45,7,92104,92
104,M,25,12,00926,00
105,M,45,12,90277,90
106,F,35,11,79101,79
107,M,45,18,63129,63
108,M,25,12,30316,30
109,M,45,15,92028,92
110,M,25,2,90803,90
111,M,35,15,55416,55
112,M,25,16,97209,97
113,M,18,12,37032,37
114,F,25,2,83712,83
115,M,25,17,28083,28
116,M,25,17,55744,55
117,M,25,17,33314,33
118,M,35,17,22315,22
119,F,1,10,77515,77
120,M,25,11,27106,27
121,M,35,7,75229,75
122,F,18,4,94305,94
123,M,35,9,67208,67
124,M,56,7,91356,91
125,M,45,14,01701,01
126,M,18,9,98117,98
127,F,45,3,01770,01
128,M,56,6,37922,37
129,M,25,11,20164,20
130,M,35,17,50021,50
131,M,18,4,06520,06
132,M,25,17,99709,99
133,F,25,0,55071,55
134,M,25,0,66212,66
135,M,18,4,20006,20
136,M,18,2,21202,21
137,F,45,6,78758,78
138,M,18,20,22203,22
139,F,25,20,45409,45
140,F,35,1,55107,55
141,M,35,13,62035,62
142,M,25,7,10011,10
143,M,18,3,64043,64
144,M,25,17,29401,29
145,M,18,4,19081,19
146,F,35,20,10954,10
147,M,18,4,91360,91
148,M,50,17,57747,57
149,M,25,1,29205,29
150,M,35,7,98144,98
151,F,25,20,85013,85
152,M,18,4,48104,48
153,M,1,10,51537,51
154,M,50,20,94530,94
155,M,35,12,07470,07
156,F,45,7,14519,14
157,M,35,16,12866,12
158,M,56,7,28754,28
159,F,45,0,37922,37
160,M,35,7,13021,13
161,M,45,16,98107-2117,98
162,F,18,4,93117,93
163,M,18,4,85013,85
164,F,56,13,94566,94
165,M,18,16,98502,98
166,M,18,4,92802,92
167,F,25,11,10022,10
168,F,50,0,46970,46
169,M,25,7,55439,55
170,M,25,11,07002,07
171,F,50,17,55441,55
172,M,25,3,07661,07
173,M,25,0,45237,45
174,M,25,16,21203,21
175,F,25,2,95123,95
176,F,18,3,55016,55
177,M,50,1,54016,54
178,M,56,17,53705,53
179,M,25,0,02135,02
180,M,45,12,01603,01
181,M,18,17,33186,33
182,M,18,4,03052,03
183,F,45,1,55407,55
184,F,25,0,19001,19
185,M,45,0,14468,14
186,M,18,5,91767,91
187,F,45,1,94061,94
188,M,56,16,79930,79
189,M,18,0,60076,60
190,M,25,17,55125,55
191,M,18,4,04915,04
192,M,18,1,10977,10
193,F,45,15,44106,44
194,F,1,10,29146,29
195,M,25,12,10458,10
196,F,35,9,94587,94
197,M,18,14,10023,10
198,M,25,12,55108,55
199,M,18,4,83706,83
200,F,18,4,84321,84
201,F,35,2,55117,55
202,M,18,4,53706,53
203,F,18,4,53715,53
204,M,25,7,92123,92
205,M,35,12,97333,97
206,M,25,17,20194,20
207,M,25,12,94115,94
208,M,35,17,55432,55
209,M,35,1,90048,90
210,F,1,10,25801,25
211,M,45,17,90620,90
212,M,25,16,53714,53
213,F,18,4,01609,01
214,M,18,20,80218,80
215,M,35,14,92075,92
216,M,45,13,52761,52
217,M,18,4,22903,22
218,M,35,14,95822,95
219,F,25,4,55113,55
220,M,25,12,22903,22
221,F,25,0,94063,94
222,M,25,1,55116,55
223,M,25,17,28262,28
224,F,18,4,14850,14
225,M,25,7,11215,11
226,M,35,1,94518,94
227,M,35,20,90291,90
228,M,25,15,55455,55
229,M,18,10,04576,04
230,M,45,1,43210,43
231,M,25,3,55455,55
232,M,25,20,55408,55
233,F,45,20,37919-4204,37
234,M,35,7,39652,39
235,M,25,0,98153,98
236,M,25,5,55126,55
237,M,25,6,46835,46
238,F,50,7,90291,90
239,M,18,19,94618,94
240,M,50,17,55113,55
241,M,35,20,55121,55
242,F,18,4,53706,53
243,M,25,16,11576,11
244,M,50,7,19072,19
245,M,35,16,66046,66
246,F,18,4,60625,60
247,M,25,17,94404,94
248,M,18,17,72703,72
249,F,18,14,48126,48
250,M,35,16,11229,11
251,M,56,17,55105,55
252,M,25,12,94112,94
253,F,25,11,97370,97
254,M,35,17,49015,49
255,M,35,0,85310,85
256,M,45,16,55076,55
257,M,18,18,55113,55
258,M,25,7,55436,55
259,M,25,1,60615,60
260,M,18,19,98126,98
261,M,25,20,75801,75
262,F,25,1,68503,68
263,F,25,7,22304,22
264,M,35,0,20755,20
265,F,35,7,55116,55
266,M,35,11,75229,75
267,M,45,12,55001,55
268,F,18,12,29708,29
269,M,25,2,55408,55
270,M,50,14,55414,55
271,M,18,4,48202,48
272,M,18,0,80302,80
273,M,18,4,55427,55
274,M,18,4,55455,55
275,M,25,0,48162,48
276,M,45,16,01982,01
277,F,35,1,98126,98
278,M,45,18,60482,60
279,M,25,14,91214,91
280,M,50,7,19118,19
281,F,35,0,94117,94
282,M,25,17,94401,94
283,M,25,0,10003,10
284,M,25,12,91910,91
285,F,35,0,94109,94
286,M,25,1,54601,54
287,M,50,13,94706,94
288,F,25,12,97119,97
289,F,25,0,11801,11
290,F,25,20,94591,94
291,M,35,12,55110,55
292,M,35,7,19406,19
293,M,56,1,55337-4056,55
294,F,45,9,43147,43
295,M,18,0,80203,80
296,M,50,5,89432,89
297,M,18,2,97211,97
298,F,18,4,19010,19
299,M,25,12,97370,97
300,M,25,7,78664,78
301,M,18,4,61820,61
302,M,18,4,04901,04
303,M,25,7,20006,20
304,M,25,0,55414,55
305,F,18,0,55414,55
306,M,18,0,53051,53
307,M,50,16,90027,90
308,M,25,2,10025,10
309,M,25,4,16801,16
310,F,18,4,31207,31
311,M,18,4,31201,31
312,F,50,2,22207,22
313,F,18,4,02138,02
314,F,56,9,46911,46
315,F,56,1,55105,55
316,M,56,13,90740,90
317,M,35,7,38555,38
318,F,56,13,55104,55
319,F,50,6,33436,33
320,M,35,6,99516,99
321,M,18,4,55128,55
322,M,56,17,55117,55
323,M,45,12,53716,53
324,M,35,17,55106,55
325,F,50,3,55112,55
326,M,50,11,25302,25
327,M,35,18,55448,55
328,M,35,12,80401,80
329,M,35,7,02115,02
330,M,56,7,92065,92
331,M,25,7,55902,55
332,M,50,1,55109,55
333,M,35,2,55410,55
334,F,56,2,55113,55
335,M,35,18,55434,55
336,M,18,0,98765,98
337,M,18,19,80205,80
338,M,35,7,55116,55
339,M,50,7,80207,80
340,F,25,3,28001,28
341,F,56,13,92119,92
342,M,18,12,55076,55
343,F,35,3,55127,55
344,M,35,14,75034,75
345,M,25,12,94114,94
346,F,25,0,55110,55
347,F,56,1,55305,55
348,M,50,7,55110,55
349,M,1,10,08035,08
350,M,45,20,08035,08
351,M,18,4,55105,55
352,M,18,4,60115,60
353,F,35,7,92625,92
354,M,35,1,55117,55
355,M,18,3,55107,55
356,M,56,20,55101,55
357,M,18,0,98103,98
358,F,56,1,20815,20
359,M,25,17,55128,55
360,M,35,17,28208,28
361,F,25,14,94115,94
362,M,35,20,55407,55
363,M,18,10,55419,55
364,F,35,1,46815,46
365,F,18,4,02138,02
366,M,50,15,55126,55
367,M,50,12,55421,55
368,M,25,0,90293,90
369,M,35,1,55110,55
370,M,18,17,22304,22
371,M,18,4,02141,02
372,F,18,4,72227,72
373,F,25,2,55347,55
374,F,35,14,55346,55
375,M,25,2,55106,55
376,M,35,1,80026,80
377,M,25,17,55418,55
378,F,18,0,55105,55
379,F,35,1,54822,54
380,M,25,2,92024,92
381,M,35,17,89015,89
382,F,35,20,66205,66
383,F,25,7,78757,78
384,M,25,11,55075,55
385,M,25,6,68131,68
386,M,25,0,55408,55
387,F,35,7,55111,55
388,F,25,0,10021,10
389,M,25,6,68128,68
390,M,25,4,55405,55
391,M,45,11,22122,22
392,M,18,7,20037,20
393,M,35,17,55402,55
394,M,18,0,55013,55
395,M,18,5,55104,55
396,M,25,1,56187,56
397,M,35,17,22124,22
398,M,25,17,55454,55
399,F,35,6,55128,55
400,F,18,3,55422,55
401,M,18,0,55129,55
402,M,25,11,55427,55
403,M,18,4,02138,02
404,M,18,4,10128,10
405,M,56,1,13077,13
406,M,25,20,55105,55
407,M,18,17,89503,89
408,M,25,11,02143,02
409,M,18,12,55122,55
410,F,25,1,55417,55
411,F,45,1,43214,43
412,M,35,15,55117,55
413,M,25,11,55409,55
414,M,25,0,55317,55
415,F,35,0,55406,55
416,M,45,14,55076,55
417,F,25,0,50613,50
418,F,25,3,54016,54
419,M,18,3,55422,55
420,M,35,1,55406,55
421,F,45,3,55125,55
422,M,56,17,55104,55
423,M,18,4,55455,55
424,M,25,17,55112,55
425,M,25,12,55303,55
426,M,18,4,55455,55
427,M,35,12,55104,55
428,F,18,4,55455,55
429,M,18,0,54901,54
430,F,18,10,55306,55
431,M,18,10,55303,55
432,M,45,16,55306,55
433,M,50,6,55115,55
434,F,45,3,98155,98
435,M,25,7,55125,55
436,M,18,4,43023,43
437,M,35,17,55030,55
438,M,18,11,53705,53
439,M,35,14,55129,55
440,M,56,1,32940,32
441,M,35,1,55127,55
442,M,25,1,55105,55
443,M,25,3,55421,55
444,M,56,0,55108,55
445,M,45,12,55117,55
446,F,50,0,55042,55
447,F,45,11,55105,55
448,M,25,17,80123,80
449,M,25,7,85037,85
450,M,45,1,24523,24
451,M,56,13,54720,54
452,M,50,17,55117,55
453,M,18,4,55102,55
454,M,25,20,55092,55
455,F,35,2,55113,55
456,M,35,0,55105,55
457,M,18,4,54703,54
458,M,50,16,55405-2546,55
459,F,18,4,55105,55
460,M,45,18,55313,55
461,M,50,7,55075,55
462,M,18,16,55416,55
463,M,25,7,55105,55
464,F,18,4,55455,55
465,M,18,19,94523,94
466,M,25,5,55405,55
467,F,35,3,55075,55
468,F,1,10,55082,55
469,M,35,6,55122,55
470,F,1,10,55068,55
471,M,35,7,08904,08
472,M,35,0,55418,55
473,F,18,4,55112,55
474,M,25,17,92126,92
475,F,25,2,55421,55
476,M,35,0,55127,55
477,M,35,14,55410,55
478,M,50,16,55113,55
479,M,25,12,55042,55
480,F,18,4,55422,55
481,M,45,7,55115,55
482,M,25,14,55305,55
483,M,18,12,55105,55
484,F,1,10,55104,55
485,M,56,7,55042,55
486,M,56,0,91367,91
487,F,35,17,55082,55
488,M,25,12,55107,55
489,M,18,4,55455,55
490,M,1,10,55345,55
491,M,18,4,56043,56
492,M,25,12,55112,55
493,M,50,7,55016,55
494,F,35,0,17870,17
495,M,18,10,55421,55
496,M,18,4,55455,55
497,F,25,17,55412,55
498,M,35,17,55113,55
499,F,25,1,55108,55
500,F,18,2,55105,55
501,M,25,2,55372,55
502,M,35,6,55126,55
503,M,35,11,73120,73
504,M,25,2,17003,17
505,M,35,17,37815,37
506,M,25,16,55103-1006,55
507,F,25,0,55405,55
508,M,25,12,55418,55
509,M,25,2,55125,55
510,M,18,12,55109,55
511,F,45,4,15232,15
512,M,35,0,55379,55
513,M,25,0,55119,55
514,M,25,2,55113,55
515,M,25,1,55406,55
516,F,56,14,55033,55
517,F,25,14,55408,55
518,F,35,12,75240,75
519,F,35,14,55038,55
520,F,35,20,55104,55
521,M,56,7,55105,55
522,M,25,12,55124,55
523,M,50,7,55105,55
524,M,18,0,91320,91
525,M,35,6,19027,19
526,M,45,17,94806,94
527,F,25,2,11201,11
528,F,18,17,83843,83
529,M,35,12,92009,92
530,M,25,2,10019,10
531,F,18,14,22206,22
532,M,25,7,94301,94
533,M,25,12,27514,27
534,M,25,15,55902,55
535,M,35,6,95370,95
536,M,25,20,01267,01
537,M,45,14,07704,07
538,M,56,16,95407,95
539,M,25,2,55103,55
540,M,18,1,15213,15
541,F,18,4,5849574,58
542,M,18,4,78705,78
543,M,25,5,55057,55
544,M,35,12,94538,94
545,M,35,17,01890,01
546,F,25,0,37211,37
547,M,35,12,76109,76
548,F,35,16,96860,96
549,M,25,6,53217,53
550,M,45,8,21559,21
551,M,35,20,55116,55
552,M,50,18,23456,23
553,M,25,2,94131,94
554,M,25,12,94086,94
555,M,18,4,53213,53
556,F,25,9,37221,37
557,M,56,1,30030,30
558,M,35,20,55108,55
559,F,25,7,60422,60
560,M,45,15,81335,81
561,F,18,14,64060,64
562,M,35,20,48083,48
563,M,25,4,53703,53
564,M,45,1,49419,49
565,M,25,16,45242,45
566,M,25,17,92122,92
567,M,35,20,52570-9634,52
568,F,50,17,19716,19
569,F,18,4,97339,97
570,M,25,4,33314,33
571,M,50,5,95401,95
572,M,18,4,61801,61
573,F,35,2,98119,98
574,M,25,19,90214,90
575,M,25,12,92130,92
576,F,45,15,20910,20
577,M,35,0,02115,02
578,M,18,17,90064,90
579,M,25,5,32839,32
580,M,1,10,08534,08
581,M,50,14,73543,73
582,M,18,4,67042,67
583,F,25,0,48067,48
584,F,25,0,94403,94
585,M,18,1,53703,53
586,M,35,14,53092,53
587,M,25,20,92649,92
588,F,25,11,23220,23
589,M,18,2,90210,90
590,F,35,6,98032,98
591,M,25,0,76201,76
592,M,18,0,92103,92
593,F,50,1,91711,91
594,F,56,13,60076,60
595,M,25,7,10019,10
596,F,25,1,01950,01
597,M,35,12,80206,80
598,M,35,7,95476,95
599,M,50,6,53711,53
600,M,35,17,66209,66
601,F,18,20,06320,06
602,F,56,6,14612,14
603,F,25,6,32256,32
604,M,45,17,32256,32
605,F,18,4,44425,44
606,F,1,10,49507,49
607,M,25,0,43614,43
608,M,18,4,18011,18
609,M,25,7,10012,10
610,M,25,4,77025,77
611,M,35,0,20715,20
612,M,50,7,95020,95
613,M,35,20,10562,10
614,M,35,1,90024,90
615,M,50,17,32951,32
616,M,25,7,94115,94
617,F,25,7,92117,92
618,M,25,0,74105,74
619,F,18,1,94706,94
620,M,18,0,13210,13
621,M,18,4,93560,93
622,M,25,0,92612,92
623,M,25,17,60555,60
624,M,25,1,75207,75
625,F,35,12,44106,44
626,M,18,4,77005,77
627,M,50,2,97210,97
628,F,35,0,20715,20
629,F,1,10,48154,48
630,F,35,14,80525,80
631,M,35,17,28601,28
632,M,45,17,07649,07
633,M,25,17,94131,94
634,F,1,10,49512,49
635,M,56,17,33785,33
636,M,18,20,92055,92
637,M,35,12,97132,97
638,M,25,6,77584,77
639,M,45,17,85202,85
640,M,18,4,47406,47
641,F,35,0,55116,55
642,F,35,1,78155,78
643,M,25,2,23188,23
644,M,25,20,93704,93
645,M,35,20,11215,11
646,M,35,7,08505,08
647,M,35,12,85224,85
648,F,25,12,94131,94
649,M,25,4,80526,80
650,M,25,17,49445,49
651,M,35,7,20895,20
652,M,18,20,12222,12
653,M,56,13,92660,92
654,M,50,7,75023,75
655,F,25,2,92629,92
656,F,45,16,92106,92
657,F,50,13,34691,34
658,F,25,0,10021,10
659,F,25,0,28134,28
660,M,45,16,70507,70
661,M,45,1,13114,13
662,M,18,4,99163,99
663,F,25,7,12345,12
664,M,35,18,74601,74
665,M,18,2,13317,13
666,F,18,0,08540,08
667,M,25,18,98438,98
668,F,25,3,22042,22
669,M,25,17,30307,30
670,M,25,12,30303,30
671,M,18,4,61761,61
672,M,35,7,46845,46
673,M,25,20,10023,10
674,M,25,17,22042,22
675,M,25,20,02048,02
676,M,18,16,55129,55
677,M,50,2,94122,94
678,M,25,0,34952,34
679,M,35,16,29681,29
680,M,25,12,37013,37
681,M,35,7,30501,30
682,M,25,4,27510,27
683,M,25,4,27514,27
684,M,25,4,27510,27
685,M,25,4,27514,27
686,M,18,4,27514,27
687,F,25,7,14136,14
688,M,56,13,13407,13
689,F,50,0,48103,48
690,M,25,12,90717,90
691,M,35,11,96813,96
692,F,25,0,85207,85
693,M,35,12,98103,98
694,M,18,4,76401,76
695,F,18,1,04240,04
696,M,25,12,94114,94
697,F,50,6,97330,97
698,M,18,4,76401,76
699,M,18,0,73505,73
700,M,50,17,14650,14
701,F,18,4,01002,01
702,M,35,7,90808,90
703,F,56,1,44074,44
704,F,35,8,85712,85
705,M,25,4,48065,48
706,M,35,20,78664,78
707,M,35,7,17740,17
708,M,25,0,37042,37
709,M,18,0,92647,92
710,M,25,20,85207,85
711,M,25,18,80521,80
712,M,25,0,95136,95
713,M,35,7,79912,79
714,M,18,4,76013,76
715,M,18,0,53715,53
716,M,18,4,98188,98
717,M,25,11,90211,90
718,M,18,2,90211,90
719,M,1,0,75070,75
720,M,18,0,55129,55
721,F,35,9,97520,97
722,M,25,12,55106,55
723,M,25,12,98027,98
724,M,50,13,90266,90
725,M,56,11,08904,08
726,F,25,9,77449,77
727,M,35,11,94061,94
728,M,25,6,11598,11
729,M,35,12,85284,85
730,M,25,0,10580,10
731,M,45,3,55410,55
732,M,25,7,07030,07
733,M,35,16,30034,30
734,M,25,7,90078,90
735,M,25,14,04240,04
736,M,18,12,07070,07
737,M,1,19,53711,53
738,M,18,17,99205,99
739,M,35,12,55803,55
740,M,25,14,24551,24
741,M,25,5,44095,44
742,M,18,0,54758,54
743,F,1,2,60660,60
744,M,25,17,77007,77
745,M,1,10,90004,90
746,F,18,19,95019,95
747,M,18,4,98606,98
748,M,25,0,60098,60
749,M,35,18,56303,56
750,F,35,9,13066,13
751,F,25,17,97201,97
752,F,25,3,97401,97
753,M,1,10,42754,42
754,M,35,7,38024,38
755,F,35,0,94002,94
756,M,35,0,90064,90
757,M,25,12,97401,97
758,M,35,7,19518,19
759,F,56,3,89156,89
760,M,56,15,94114,94
761,M,18,7,99945,99
762,M,1,10,63041,63
763,M,18,10,02882,02
764,M,18,20,85296,85
765,M,25,17,74467,74
766,F,25,7,95128,95
767,M,25,12,45241,45
768,M,25,12,17067,17
769,M,45,17,02421,02
770,M,18,4,98499,98
771,F,50,1,75087,75
772,M,18,12,89118,89
773,M,25,6,48108,48
774,M,18,4,22903,22
775,M,1,17,56258,56
776,F,25,3,92627,92
777,M,18,19,87543,87
778,M,18,17,32694,32
779,M,25,0,60156,60
780,M,25,17,91776,91
781,M,18,4,95076,95
782,M,56,1,28223,28
783,M,25,4,53703,53
784,M,18,0,11040,11
785,M,18,19,29307,29
786,M,25,0,55987,55
787,M,18,4,77802,77
788,M,25,0,37601,37
789,M,18,1,67212,67
790,M,25,17,45694,45
791,M,35,7,27511,27
792,M,25,17,01002,01
793,F,35,14,37043,37
794,M,50,20,10543,10
795,F,35,14,19147,19
796,M,50,6,98237,98
797,F,50,7,20175,20
798,F,25,20,48464,48
799,F,25,5,98498,98
800,F,35,12,72032,72
801,F,25,20,95776,95
802,M,25,16,22801,22
803,M,18,4,67217,67
804,M,25,20,90032,90
805,M,35,12,37211,37
806,M,35,0,34990,34
807,M,18,4,89015,89
808,M,25,7,85226,85
809,M,25,17,70508,70
810,M,25,12,98006,98
811,M,50,0,94043,94
812,M,25,6,37930,37
813,M,18,4,70002,70
814,F,18,4,92612,92
815,M,25,4,37130,37
816,M,45,0,92108,92
817,M,18,4,41076,41
818,M,18,4,60107,60
819,M,35,7,60611,60
820,M,35,7,78759,78
821,M,18,2,14456,14
822,F,25,1,07666,07
823,M,25,0,92078,92
824,M,35,12,94530,94
825,M,56,1,39532,39
826,F,35,1,80210,80
827,M,45,2,55409,55
828,M,18,4,70817,70
829,M,1,19,53711,53
830,M,35,7,60657,60
831,F,45,0,20874,20
832,M,18,2,19464,19
833,M,35,7,46825,46
834,F,35,12,78640,78
835,M,56,0,94952,94
836,M,25,11,10023,10
837,M,56,7,08540,08
838,M,50,17,92661,92
839,M,25,0,98103,98
840,F,25,3,02828,02
841,F,50,14,92119,92
842,F,18,0,55102,55
843,M,25,7,49321,49
844,M,25,0,92121,92
845,F,18,0,20009,20
846,M,25,5,80209,80
847,F,25,7,80228,80
848,M,25,15,94121,94
849,M,25,3,75006,75
850,M,35,0,60640,60
851,M,18,4,75287,75
852,M,25,5,92105,92
853,M,25,17,55447,55
854,F,25,16,44092,44
855,F,18,2,72701,72
856,F,45,6,02453,02
857,M,35,17,11701,11
858,M,35,14,10013,10
859,M,25,12,10128,10
860,M,18,0,78237,78
861,M,25,7,37027,37
862,M,35,7,10019,10
863,M,25,7,62522,62
864,F,25,0,97205,97
865,M,35,1,91711,91
866,M,1,10,08820,08
867,M,45,12,95814,95
868,M,50,17,01702-7224,01
869,M,18,20,92026,92
870,F,25,1,02144,02
871,M,1,10,76013,76
872,M,50,1,20815,20
873,M,56,6,19027,19
874,M,45,15,26105,26
875,M,1,10,94707,94
876,M,25,4,43202,43
877,M,25,0,90631,90
878,M,18,2,01720,01
879,M,45,16,92018,92
880,M,35,17,94114,94
881,M,18,14,76401,76
882,M,18,2,01720,01
883,F,35,14,92673,92
884,M,1,10,49454,49
885,M,35,0,48105,48
886,F,56,0,14830,14
887,F,56,16,55345,55
888,F,1,10,08820,08
889,M,45,20,10024,10
890,M,18,4,92153,92
891,M,25,1,80202,80
892,M,35,0,76031,76
893,F,50,6,85016,85
894,M,18,4,31602,31
895,M,50,1,34683,34
896,M,18,15,94015,94
897,M,25,6,92130,92
898,M,25,7,77005,77
899,F,25,1,30605,30
900,F,56,13,90066,90
901,F,56,0,92027,92
902,M,56,0,45432,45
903,M,56,13,75165,75
904,M,35,20,92308,92
905,F,45,12,28655,28
906,M,1,10,71106,71
907,F,45,6,92117,92
908,F,50,1,92103,92
909,M,45,7,92831,92
910,F,50,0,98226,98
911,M,50,0,98226,98
912,F,35,2,91324,91
913,M,25,0,20744-6223,20
914,F,35,9,30338,30
915,M,25,7,72762,72
916,F,25,1,92084,92
917,M,50,6,92117,92
918,F,45,1,91901,91
919,F,35,1,92056,92
920,M,18,4,92173,92
921,M,25,17,92084,92
922,M,56,16,48009,48
923,M,25,7,37212,37
924,M,50,17,98642,98
925,F,35,3,48073,48
926,M,1,10,07869,07
927,F,25,20,91105,91
928,F,56,16,98199,98
929,M,25,15,53706,53
930,M,25,5,98380,98
931,F,56,1,06032,06
932,F,35,6,97838,97
933,M,45,1,49419,49
934,F,35,7,97401,97
935,M,35,14,60538,60
936,M,18,4,34567,34
937,M,25,15,60513,60
938,F,25,1,01060,01
939,F,25,20,20110-5616,20
940,M,1,10,76240,76
941,M,18,20,45387,45
942,F,50,6,85716,85
943,F,45,12,08033,08
944,M,35,0,91505,91
945,M,45,7,49345,49
946,M,35,7,48103-8929,48
947,M,18,0,21015,21
948,M,56,12,43056,43
949,M,50,17,96753,96
950,M,35,7,21044,21
951,M,45,2,10009,10
952,M,56,16,97478,97
953,M,50,20,97030,97
954,F,25,0,21030,21
955,F,50,7,94941,94
956,M,35,1,55104,55
957,M,35,1,29706,29
958,M,35,2,48116,48
959,M,50,11,44622,44
960,M,1,10,45244,45
961,M,18,10,10016,10
962,F,25,1,80020,80
963,M,25,0,48197,48
964,M,25,7,94123,94
965,M,56,7,10954,10
966,M,56,2,92262,92
967,F,18,0,43615,43
968,M,50,12,94530,94
969,F,25,11,19103,19
970,M,25,0,27615,27
971,M,25,12,43615,43
972,M,45,1,02138,02
973,F,25,1,80026,80
974,M,35,19,94930,94
975,M,35,0,98136,98
976,M,35,14,89113,89
977,M,25,2,80110,80
978,M,18,0,19116,19
979,M,1,10,48073,48
980,M,25,6,92014,92
981,M,25,20,02141,02
982,F,25,9,92064,92
983,F,25,16,99224,99
984,M,50,16,92129,92
985,M,25,4,32608,32
986,F,56,0,19004,19
987,F,35,17,48098,48
988,M,50,11,48823,48
989,M,50,0,20706,20
990,M,18,6,10004,10
991,F,25,9,48103,48
992,F,35,3,02780,02
993,M,25,0,45678,45
994,M,18,2,92109,92
995,F,18,4,96803,96
996,M,25,17,98102,98
997,M,1,19,15748,15
998,M,45,20,10019,10
999,M,25,15,62558,62
1000,F,25,6,90027,90
1001,M,25,4,90210,90
1002,M,50,11,07043,07
1003,M,25,2,19320,19
1004,M,25,3,95136,95
1005,M,35,11,08003,08
1006,M,18,4,53220,53
1007,M,50,12,01960,01
1008,M,35,3,77064,77
1009,M,50,7,48315,48
1010,M,25,0,10310,10
1011,M,25,8,92115,92
1012,F,35,1,30004,30
1013,M,56,13,02576,02
1014,F,45,17,03054,03
1015,M,35,3,11220,11
1016,M,56,16,60044,60
1017,M,35,0,30906,30
1018,M,18,4,95616,95
1019,M,35,1,60640,60
1020,M,18,20,93455,93
1021,M,35,0,94559,94
1022,M,25,3,00918,00
1023,M,56,13,92675,92
1024,F,35,1,74135,74
1025,M,25,16,34677,34
1026,F,45,0,19130,19
1027,M,18,4,77005,77
1028,F,45,7,03848,03
1029,M,25,0,20015,20
1030,M,25,7,97303,97
1031,M,35,16,19803,19
1032,M,50,16,19425,19
1033,M,25,5,60076,60
1034,F,35,1,82601,82
1035,M,18,2,15956,15
1036,M,35,7,28036,28
1037,M,45,7,02081,02
1038,F,56,15,20194,20
1039,F,35,1,02346,02
1040,M,25,11,76309,76
1041,M,45,2,94306,94
1042,M,35,5,92801,92
1043,F,50,11,87004,87
1044,M,25,20,72701,72
1045,F,1,10,77477,77
1046,M,56,18,53404-1230,53
1047,M,18,0,62225,62
1048,M,35,6,75225,75
1049,M,45,14,95002,95
1050,M,25,1,97302,97
1051,F,25,0,60513,60
1052,F,35,2,75214,75
1053,M,35,0,18360,18
1054,M,1,10,75040,75
1055,M,35,0,91505,91
1056,M,1,0,48133,48
1057,M,45,17,73069,73
1058,M,25,1,97321,97
1059,F,25,0,97213,97
1060,M,18,10,11235,11
1061,M,45,0,46060,46
1062,M,50,19,59457,59
1063,M,35,7,50265,50
1064,M,25,7,91344,91
1065,F,25,0,94402,94
